"Ix","Iz"
1e-08,-1.004e-07
1.07189131921e-08,-1.055e-07
1.14895100019e-08,-1.118e-07
1.23155060329e-08,-1.18e-07
1.32008840083e-08,-1.25e-07
1.41499129743e-08,-1.331e-07
1.51671688847e-08,-1.419e-07
1.62575566644e-08,-1.534e-07
1.74263338601e-08,-1.677e-07
1.86791359902e-08,-1.849e-07
2.00220037182e-08,-2.08e-07
2.14614119786e-08,-2.36e-07
2.30043011977e-08,-2.72e-07
2.46581107582e-08,-3.15e-07
2.64308148697e-08,-3.64e-07
2.83309610184e-08,-4.12e-07
3.03677111804e-08,-4.62e-07
3.25508859984e-08,-5.12e-07
3.48910121341e-08,-5.6e-07
3.73993730248e-08,-6.09e-07
4.0088063289e-08,-6.57e-07
4.29700470432e-08,-7.06e-07
4.60592204115e-08,-7.55e-07
4.93704785284e-08,-8.05e-07
5.29197873596e-08,-8.55e-07
5.67242606849e-08,-9.07e-07
6.08022426165e-08,-9.59e-07
6.51733960488e-08,-1.01e-06
6.98587974679e-08,-1.064e-06
7.48810385759e-08,-1.119e-06
8.02643352226e-08,-1.173e-06
8.60346441668e-08,-1.229e-06
9.22197882333e-08,-1.287e-06
9.88495904663e-08,-1.347e-06
1.05956017928e-07,-1.407e-06
1.13573335834e-07,-1.469e-06
1.21738272774e-07,-1.533e-06
1.30490197801e-07,-1.598e-06
1.39871310265e-07,-1.664e-06
1.49926843279e-07,-1.733e-06
1.60705281826e-07,-1.804e-06
1.7225859654e-07,-1.876e-06
1.8464249429e-07,-1.95e-06
1.97916686785e-07,-2.04e-06
2.12145178491e-07,-2.11e-06
2.27396575236e-07,-2.19e-06
2.43744415012e-07,-2.28e-06
2.61267522556e-07,-2.37e-06
2.80050389418e-07,-2.46e-06
3.00183581358e-07,-2.56e-06
3.21764175025e-07,-2.66e-06
3.44896226041e-07,-2.76e-06
3.6969127072e-07,-2.86e-06
3.9626886387e-07,-2.97e-06
4.24757155254e-07,-3.08e-06
4.55293507487e-07,-3.2e-06
4.88025158365e-07,-3.32e-06
5.23109930806e-07,-3.44e-06
5.60716993821e-07,-3.57e-06
6.01027678207e-07,-3.71e-06
6.44236350872e-07,-3.84e-06
6.90551352016e-07,-3.99e-06
7.40195999692e-07,-4.13e-06
7.9340966658e-07,-4.28e-06
8.5044893418e-07,-4.44e-06
9.11588829975e-07,-4.6e-06
9.77124153535e-07,-4.77e-06
1.04737089796e-06,-4.95e-06
1.12266777351e-06,-5.12e-06
1.20337784078e-06,-5.31e-06
1.28989026125e-06,-5.5e-06
1.38262217376e-06,-5.7e-06
1.4820207058e-06,-5.9e-06
1.58856512943e-06,-6.11e-06
1.70276917223e-06,-6.33e-06
1.82518349432e-06,-6.56e-06
1.95639834352e-06,-6.79e-06
2.09704640132e-06,-7e-06
2.24780583355e-06,-7.25e-06
2.40940356024e-06,-7.51e-06
2.58261876068e-06,-7.78e-06
2.76828663039e-06,-8.06e-06
2.96730240819e-06,-8.34e-06
3.18062569279e-06,-8.64e-06
3.40928506975e-06,-8.95e-06
3.65438307096e-06,-9.26e-06
3.91710149081e-06,-9.59e-06
4.19870708444e-06,-9.94e-06
4.5005576757e-06,-1.029e-05
4.82410870417e-06,-1.066e-05
5.1709202429e-06,-1.104e-05
5.54266452066e-06,-1.144e-05
5.94113398497e-06,-1.185e-05
6.36824994472e-06,-1.226e-05
6.82607183427e-06,-1.27e-05
7.31680714343e-06,-1.315e-05
7.84282206134e-06,-1.362e-05
8.40665288562e-06,-1.41e-05
9.01101825167e-06,-1.459e-05
9.65883224116e-06,-1.511e-05
1.0353218433e-05,-1.565e-05
1.10975249641e-05,-1.62e-05
1.18953406737e-05,-1.676e-05
1.27505124071e-05,-1.735e-05
1.36671635646e-05,-1.795e-05
1.46497139831e-05,-1.858e-05
1.57029012473e-05,-1.923e-05
1.68318035333e-05,-1.989e-05
1.80418640939e-05,-2.09e-05
1.93389175046e-05,-2.16e-05
2.0729217796e-05,-2.22e-05
2.22194686094e-05,-2.29e-05
2.38168555198e-05,-2.37e-05
2.55290806824e-05,-2.46e-05
2.73643999707e-05,-2.55e-05
2.93316627839e-05,-2.64e-05
3.14403547159e-05,-2.73e-05
3.37006432927e-05,-2.83e-05
3.61234269971e-05,-2.93e-05
3.87203878181e-05,-3.04e-05
4.15040475785e-05,-3.14e-05
4.44878283113e-05,-3.25e-05
4.76861169771e-05,-3.37e-05
5.11143348344e-05,-3.49e-05
5.47890117959e-05,-3.62e-05
5.87278661319e-05,-3.75e-05
6.29498899022e-05,-3.88e-05
6.74754405311e-05,-4.02e-05
7.23263389648e-05,-4.17e-05
7.75259748863e-05,-4.32e-05
8.30994194935e-05,-4.47e-05
8.90735463861e-05,-4.62e-05
9.54771611421e-05,-4.8e-05
0.000102341140211,-4.96e-05
0.000109698579789,-5.14e-05
0.000117584955405,-5.32e-05
0.000126038292968,-5.52e-05
0.00013509935212,-5.71e-05
0.000144811822767,-5.91e-05
0.000155222535743,-6.12e-05
0.000166381688608,-6.34e-05
0.000178343087693,-6.57e-05
0.000191164407539,-6.8e-05
0.000204907468982,-7.02e-05
0.000219638537242,-7.27e-05
0.000235428641432,-7.53e-05
0.000252353917043,-7.8e-05
0.000270495973046,-8.09e-05
0.000289942285388,-8.38e-05
0.000310786618778,-8.69e-05
0.000333129478793,-9e-05
0.00035707859649,-9.33e-05
0.000382749447852,-9.66e-05
0.000410265810583,-0.0001003
0.00043976036093,-0.000104
0.000471375313412,-0.0001078
0.000505263106534,-0.0001118
0.000541587137808,-0.000116
0.000580522551609,-0.0001204
0.000622257083673,-0.0001248
0.000666991966303,-0.0001295
0.00071494289866,-0.0001343
0.000766341086801,-0.0001394
0.000821434358492,-0.0001446
0.000880488358164,-0.00015
0.000943787827778,-0.0001558
0.00101163797977,-0.0001617
0.00108436596869,-0.000168
0.00116232246868,-0.0001744
0.0012458833643,-0.0001811
0.00133545156293,-0.0001881
0.00143145893752,-0.0001954
0.00153436840893,-0.000205
0.00164467617799,-0.000212
0.0017629141181,-0.00022
0.00188965233969,-0.00023
0.00202550193923,-0.000238
0.00217111794569,-0.000248
0.00232720247896,-0.000258
0.00249450813523,-0.00027
0.00267384161584,-0.000282
0.00286606761695,-0.000294
0.00307211299886,-0.000307
0.0032929712551,-0.000321
0.00352970730273,-0.000336
0.00378346261713,-0.000351
0.00405546073584,-0.000367
0.00434701315813,-0.000385
0.00465952566866,-0.000404
0.00499450511586,-0.000424
0.00535356667741,-0.000446
0.0057384416483,-0.000469
0.00615098578858,-0.000493
0.00659318827133,-0.000519
0.00706718127393,-0.000548
0.00757525025877,-0.000578
0.00811984499318,-0.00061
0.00870359136149,-0.000645
0.00932930402628,-0.000683
0.01,-0.000725
