"Ix","Iz"
1e-08,-6.99e-07
1.07189131921e-08,-7.09e-07
1.14895100019e-08,-7.19e-07
1.23155060329e-08,-7.3e-07
1.32008840083e-08,-7.41e-07
1.41499129743e-08,-7.52e-07
1.51671688847e-08,-7.64e-07
1.62575566644e-08,-7.77e-07
1.74263338601e-08,-7.91e-07
1.86791359902e-08,-8.04e-07
2.00220037182e-08,-8.18e-07
2.14614119786e-08,-8.35e-07
2.30043011977e-08,-8.51e-07
2.46581107582e-08,-8.68e-07
2.64308148697e-08,-8.87e-07
2.83309610184e-08,-9.06e-07
3.03677111804e-08,-9.25e-07
3.25508859984e-08,-9.47e-07
3.48910121341e-08,-9.68e-07
3.73993730248e-08,-9.91e-07
4.0088063289e-08,-1.015e-06
4.29700470432e-08,-1.039e-06
4.60592204115e-08,-1.066e-06
4.93704785284e-08,-1.093e-06
5.29197873596e-08,-1.122e-06
5.67242606849e-08,-1.152e-06
6.08022426165e-08,-1.184e-06
6.51733960488e-08,-1.217e-06
6.98587974679e-08,-1.25e-06
7.48810385759e-08,-1.286e-06
8.02643352226e-08,-1.323e-06
8.60346441668e-08,-1.361e-06
9.22197882333e-08,-1.401e-06
9.88495904663e-08,-1.442e-06
1.05956017928e-07,-1.486e-06
1.13573335834e-07,-1.53e-06
1.21738272774e-07,-1.577e-06
1.30490197801e-07,-1.625e-06
1.39871310265e-07,-1.675e-06
1.49926843279e-07,-1.727e-06
1.60705281826e-07,-1.781e-06
1.7225859654e-07,-1.837e-06
1.8464249429e-07,-1.894e-06
1.97916686785e-07,-1.954e-06
2.12145178491e-07,-2.05e-06
2.27396575236e-07,-2.11e-06
2.43744415012e-07,-2.17e-06
2.61267522556e-07,-2.25e-06
2.80050389418e-07,-2.32e-06
3.00183581358e-07,-2.39e-06
3.21764175025e-07,-2.47e-06
3.44896226041e-07,-2.56e-06
3.6969127072e-07,-2.64e-06
3.9626886387e-07,-2.73e-06
4.24757155254e-07,-2.82e-06
4.55293507487e-07,-2.92e-06
4.88025158365e-07,-3.02e-06
5.23109930806e-07,-3.12e-06
5.60716993821e-07,-3.23e-06
6.01027678207e-07,-3.34e-06
6.44236350872e-07,-3.45e-06
6.90551352016e-07,-3.57e-06
