"Vd","Ic"
-5.0,-0.02033
-4.95,-0.02033
-4.9,-0.02033
-4.85,-0.02033
-4.8,-0.02033
-4.75,-0.02033
-4.7,-0.02033
-4.65,-0.02033
-4.6,-0.02033
-4.55,-0.02033
-4.5,-0.02033
-4.45,-0.02033
-4.4,-0.02033
-4.35,-0.02033
-4.3,-0.02033
