"Ix","Iz"
2.38168555198e-05,1.1e-09
2.55290806824e-05,1e-09
2.73643999707e-05,8e-10
2.93316627839e-05,9e-10
3.14403547159e-05,1.3e-09
3.37006432927e-05,7e-10
3.61234269971e-05,8e-10
3.87203878181e-05,8e-10
4.15040475785e-05,1.1e-09
4.44878283113e-05,1e-09
4.76861169771e-05,1.1e-09
5.11143348344e-05,6e-10
5.47890117959e-05,1.1e-09
5.87278661319e-05,7e-10
6.29498899022e-05,8e-10
6.74754405311e-05,5e-10
7.23263389648e-05,9e-10
7.75259748863e-05,6e-10
8.30994194935e-05,6e-10
8.90735463861e-05,7e-10
9.54771611421e-05,1e-09
0.000102341140211,8e-10
0.000109698579789,9e-10
0.000117584955405,9e-10
0.000126038292968,6e-10
0.00013509935212,8e-10
0.000144811822767,8e-10
0.000155222535743,8e-10
0.000166381688608,7e-10
0.000178343087693,9e-10
0.000191164407539,1e-09
0.000204907468982,8e-10
0.000219638537242,8e-10
0.000235428641432,8e-10
0.000252353917043,8e-10
0.000270495973046,7e-10
0.000289942285388,9e-10
0.000310786618778,8e-10
0.000333129478793,1e-09
0.00035707859649,6e-10
0.000382749447852,8e-10
0.000410265810583,8e-10
0.00043976036093,1.3e-09
0.000471375313412,7e-10
0.000505263106534,8e-10
0.000541587137808,8e-10
0.000580522551609,1.1e-09
0.000622257083673,1.1e-09
0.000666991966303,8e-10
0.00071494289866,8e-10
0.000766341086801,9e-10
0.000821434358492,7e-10
0.000880488358164,6e-10
0.000943787827778,7e-10
0.00101163797977,1.2e-09
0.00108436596869,9e-10
0.00116232246868,9e-10
0.0012458833643,7e-10
0.00133545156293,9e-10
0.00143145893752,1e-09
0.00153436840893,8e-10
0.00164467617799,1e-09
0.0017629141181,1e-09
0.00188965233969,8e-10
0.00202550193923,9e-10
0.00217111794569,9e-10
0.00232720247896,4e-10
0.00249450813523,7e-10
0.00267384161584,7e-10
0.00286606761695,9e-10
0.00307211299886,7e-10
0.0032929712551,7e-10
0.00352970730273,8e-10
0.00378346261713,7e-10
0.00405546073584,1.1e-09
0.00434701315813,1.2e-09
0.00465952566866,1.1e-09
0.00499450511586,6e-10
0.00535356667741,1e-09
0.0057384416483,1.2e-09
0.00615098578858,7e-10
0.00659318827133,6e-10
0.00706718127393,1.2e-09
0.00757525025877,4e-10
0.00811984499318,7e-10
0.00870359136149,9e-10
0.00932930402628,8e-10
0.01,8e-10
