"Ix","Iz"
1e-08,-5e-10
1.07189131921e-08,-1.2e-09
1.14895100019e-08,-9e-10
1.23155060329e-08,-1e-09
1.32008840083e-08,-1.1e-09
1.41499129743e-08,-7e-10
1.51671688847e-08,-8e-10
1.62575566644e-08,-1.1e-09
1.74263338601e-08,-7e-10
1.86791359902e-08,-9e-10
2.00220037182e-08,-9e-10
2.14614119786e-08,-1.1e-09
2.30043011977e-08,-1.2e-09
2.46581107582e-08,-1.2e-09
2.64308148697e-08,-1.1e-09
2.83309610184e-08,-1.1e-09
3.03677111804e-08,-1e-09
3.25508859984e-08,-1e-09
3.48910121341e-08,-1.1e-09
3.73993730248e-08,-1.3e-09
4.0088063289e-08,-9e-10
4.29700470432e-08,-1.2e-09
4.60592204115e-08,-1.2e-09
4.93704785284e-08,-1.1e-09
5.29197873596e-08,-1e-09
5.67242606849e-08,-1e-09
6.08022426165e-08,-1.5e-09
6.51733960488e-08,-9e-10
6.98587974679e-08,-1e-09
7.48810385759e-08,-1e-09
8.02643352226e-08,-1.3e-09
8.60346441668e-08,-1e-09
9.22197882333e-08,-1e-09
9.88495904663e-08,-1.2e-09
1.05956017928e-07,-1e-09
1.13573335834e-07,-1.3e-09
1.21738272774e-07,-1.5e-09
1.30490197801e-07,-1.2e-09
1.39871310265e-07,-1e-09
1.49926843279e-07,-8e-10
1.60705281826e-07,-1e-09
1.7225859654e-07,-1.1e-09
1.8464249429e-07,-1.2e-09
1.97916686785e-07,-1.1e-09
2.12145178491e-07,-1e-09
2.27396575236e-07,-1e-09
2.43744415012e-07,-9e-10
2.61267522556e-07,-1.2e-09
2.80050389418e-07,-7e-10
3.00183581358e-07,-1.3e-09
3.21764175025e-07,-1e-09
3.44896226041e-07,-9e-10
3.6969127072e-07,-9e-10
3.9626886387e-07,-1e-09
4.24757155254e-07,-8e-10
4.55293507487e-07,-1.2e-09
4.88025158365e-07,-1.2e-09
5.23109930806e-07,-8e-10
5.60716993821e-07,-1.2e-09
6.01027678207e-07,-1.1e-09
6.44236350872e-07,-1e-09
6.90551352016e-07,-1e-09
7.40195999692e-07,-1.4e-09
7.9340966658e-07,-1.4e-09
8.5044893418e-07,-1.2e-09
9.11588829975e-07,-7e-10
9.77124153535e-07,-1.2e-09
1.04737089796e-06,-1.2e-09
1.12266777351e-06,-8e-10
1.20337784078e-06,-1.1e-09
1.28989026125e-06,-6e-10
1.38262217376e-06,-1.3e-09
1.4820207058e-06,-8e-10
1.58856512943e-06,-1.1e-09
1.70276917223e-06,-1e-09
1.82518349432e-06,-1.1e-09
1.95639834352e-06,-9e-10
2.09704640132e-06,-1e-09
2.24780583355e-06,-1.2e-09
2.40940356024e-06,-1.3e-09
2.58261876068e-06,-1e-09
2.76828663039e-06,-1.2e-09
2.96730240819e-06,-1.1e-09
3.18062569279e-06,-1.2e-09
3.40928506975e-06,-1.3e-09
3.65438307096e-06,-1e-09
3.91710149081e-06,-1.3e-09
4.19870708444e-06,-9e-10
4.5005576757e-06,-1.4e-09
4.82410870417e-06,-1e-09
5.1709202429e-06,-1.1e-09
5.54266452066e-06,-8e-10
5.94113398497e-06,-8e-10
6.36824994472e-06,-1.1e-09
6.82607183427e-06,-5e-10
7.31680714343e-06,-8e-10
7.84282206134e-06,-1.3e-09
8.40665288562e-06,-1e-09
9.01101825167e-06,-6e-10
9.65883224116e-06,-7e-10
1.0353218433e-05,-1.3e-09
1.10975249641e-05,-1.4e-09
1.18953406737e-05,-1.5e-09
1.27505124071e-05,-1.5e-09
1.36671635646e-05,-1e-09
1.46497139831e-05,-1.3e-09
1.57029012473e-05,-1e-09
1.68318035333e-05,-9e-10
1.80418640939e-05,-1.2e-09
1.93389175046e-05,-1.1e-09
2.0729217796e-05,-1e-09
2.22194686094e-05,-8e-10
2.38168555198e-05,-1.1e-09
2.55290806824e-05,-1e-09
2.73643999707e-05,-1.2e-09
2.93316627839e-05,-1e-09
3.14403547159e-05,-1e-09
3.37006432927e-05,-1e-09
3.61234269971e-05,-1.1e-09
3.87203878181e-05,-1.6e-09
4.15040475785e-05,-8e-10
4.44878283113e-05,-1.1e-09
4.76861169771e-05,-9e-10
5.11143348344e-05,-1.1e-09
5.47890117959e-05,-3e-10
5.87278661319e-05,-1.5e-09
6.29498899022e-05,-1e-09
6.74754405311e-05,-1e-09
7.23263389648e-05,-9e-10
7.75259748863e-05,-1.3e-09
8.30994194935e-05,-1.1e-09
8.90735463861e-05,-7e-10
9.54771611421e-05,-8e-10
0.000102341140211,-1.2e-09
0.000109698579789,-1.4e-09
0.000117584955405,-1.1e-09
0.000126038292968,-1.2e-09
0.00013509935212,-1.2e-09
0.000144811822767,-9e-10
0.000155222535743,-1.1e-09
0.000166381688608,-1.4e-09
0.000178343087693,-1.1e-09
0.000191164407539,-1e-09
0.000204907468982,-9e-10
0.000219638537242,-7e-10
0.000235428641432,-1e-09
0.000252353917043,-1.4e-09
0.000270495973046,-1.3e-09
0.000289942285388,-1e-09
0.000310786618778,-1.1e-09
0.000333129478793,-9e-10
0.00035707859649,-9e-10
0.000382749447852,-5.48e-08
0.000410265810583,-1.097e-05
0.00043976036093,-1.619e-05
0.000471375313412,-2.07e-05
0.000505263106534,-2.44e-05
0.000541587137808,-2.81e-05
0.000580522551609,-3.16e-05
0.000622257083673,-3.5e-05
0.000666991966303,-3.84e-05
0.00071494289866,-4.19e-05
0.000766341086801,-4.52e-05
0.000821434358492,-4.88e-05
0.000880488358164,-5.23e-05
0.000943787827778,-5.6e-05
0.00101163797977,-5.98e-05
0.00108436596869,-6.38e-05
0.00116232246868,-6.78e-05
0.0012458833643,-7.2e-05
0.00133545156293,-7.64e-05
0.00143145893752,-8.1e-05
0.00153436840893,-8.58e-05
0.00164467617799,-9.08e-05
0.0017629141181,-9.61e-05
0.00188965233969,-0.0001016
0.00202550193923,-0.000107
0.00217111794569,-0.0001131
0.00232720247896,-0.0001196
0.00249450813523,-0.0001266
0.00267384161584,-0.000134
0.00286606761695,-0.0001418
0.00307211299886,-0.0001501
0.0032929712551,-0.000159
0.00352970730273,-0.0001682
0.00378346261713,-0.0001781
0.00405546073584,-0.0001887
0.00434701315813,-0.0001999
0.00465952566866,-0.000214
0.00499450511586,-0.000226
0.00535356667741,-0.000241
0.0057384416483,-0.000257
0.00615098578858,-0.000273
0.00659318827133,-0.00029
0.00706718127393,-0.00031
0.00757525025877,-0.00033
0.00811984499318,-0.000352
0.00870359136149,-0.000375
0.00932930402628,-0.000401
0.01,-0.000428
