"Ix","Iz"
-0.00286606761695,-3.64e-08
-0.00307211299886,-3.24e-08
-0.0032929712551,-2.88e-08
-0.00352970730273,-2.53e-08
-0.00378346261713,-2.2e-08
-0.00405546073584,-1.94e-08
-0.00434701315813,-1.65e-08
-0.00465952566866,-1.42e-08
-0.00499450511586,-1.2e-08
-0.00535356667741,-1.03e-08
-0.0057384416483,-8.3e-09
-0.00615098578858,-6.8e-09
-0.00659318827133,-5.6e-09
-0.00706718127393,-4.7e-09
-0.00757525025877,-3.1e-09
-0.00811984499318,-2.6e-09
-0.00870359136149,-1.7e-09
-0.00932930402628,-1.5e-09
-0.01,-1.6e-09
