"V1","V2","I1","I2","V"
0.436,0.5,1.56e-08,2.6e-09,1.483
0.438,0.5,1.5e-08,2.2e-09,1.485
0.44,0.5,1.5e-08,2.7e-09,1.487
0.442,0.5,1.5e-08,2.7e-09,1.488
0.444,0.5,1.41e-08,2.4e-09,1.49
0.446,0.5,1.45e-08,3e-09,1.492
0.448,0.5,1.46e-08,2.9e-09,1.493
0.45,0.5,1.42e-08,3.2e-09,1.494
0.452,0.5,1.46e-08,3e-09,1.496
0.454,0.5,1.4e-08,3.5e-09,1.498
0.456,0.5,1.34e-08,3.5e-09,1.499
0.458,0.5,1.38e-08,4.1e-09,1.501
0.46,0.5,1.34e-08,4.1e-09,1.502
0.462,0.5,1.29e-08,4.4e-09,1.504
0.464,0.5,1.29e-08,4.3e-09,1.505
0.466,0.5,1.3e-08,4.4e-09,1.506
0.468,0.5,1.29e-08,4.9e-09,1.508
0.47,0.5,1.25e-08,5.8e-09,1.509
0.472,0.5,1.2e-08,5.5e-09,1.51
0.474,0.5,1.2e-08,5.7e-09,1.512
0.476,0.5,1.16e-08,6.2e-09,1.513
0.478,0.5,1.15e-08,5.6e-09,1.514
0.48,0.5,1.14e-08,6.6e-09,1.515
0.482,0.5,1.11e-08,6.9e-09,1.516
0.484,0.5,1.08e-08,6.9e-09,1.517
0.486,0.5,1e-08,7.4e-09,1.519
0.488,0.5,9.8e-09,7.4e-09,1.52
0.49,0.5,9.9e-09,7.7e-09,1.521
0.492,0.5,9.4e-09,7.7e-09,1.522
0.494,0.5,9.4e-09,8.1e-09,1.523
0.496,0.5,8.5e-09,8.9e-09,1.524
0.498,0.5,8.5e-09,9.3e-09,1.525
0.5,0.5,8.2e-09,9.2e-09,1.525
0.502,0.5,7.9e-09,9.6e-09,1.526
0.504,0.5,7.7e-09,9.9e-09,1.527
0.506,0.5,7.6e-09,1e-08,1.528
0.508,0.5,7.2e-09,9.8e-09,1.529
0.51,0.5,7.4e-09,1.06e-08,1.529
0.512,0.5,6.7e-09,1.1e-08,1.53
0.514,0.5,6.2e-09,1.12e-08,1.531
0.516,0.5,6.1e-09,1.17e-08,1.532
0.518,0.5,5.9e-09,1.14e-08,1.532
0.52,0.5,5.6e-09,1.2e-08,1.533
0.522,0.5,5.3e-09,1.22e-08,1.533
0.524,0.5,5.3e-09,1.21e-08,1.534
0.526,0.5,4.9e-09,1.27e-08,1.534
0.528,0.5,5e-09,1.27e-08,1.535
0.53,0.5,4.6e-09,1.34e-08,1.535
0.532,0.5,4.5e-09,1.33e-08,1.536
0.534,0.5,4.2e-09,1.36e-08,1.536
0.536,0.5,4e-09,1.36e-08,1.536
0.538,0.5,3.5e-09,1.36e-08,1.537
0.54,0.5,3.6e-09,1.38e-08,1.537
0.542,0.5,3.6e-09,1.44e-08,1.537
0.544,0.5,3.1e-09,1.44e-08,1.538
0.546,0.5,2.9e-09,1.4e-08,1.538
0.548,0.5,2.5e-09,1.45e-08,1.538
0.55,0.5,2.7e-09,1.49e-08,1.539
0.552,0.5,2.7e-09,1.48e-08,1.539
0.554,0.5,2.8e-09,1.5e-08,1.539
0.556,0.5,2.6e-09,1.53e-08,1.539
0.558,0.5,2.1e-09,1.48e-08,1.54
0.56,0.5,2.5e-09,1.53e-08,1.54
0.562,0.5,1.9e-09,1.56e-08,1.54
0.564,0.5,1.8e-09,1.49e-08,1.54
0.566,0.5,1.8e-09,1.54e-08,1.54
0.568,0.5,2.3e-09,1.58e-08,1.54
0.57,0.5,1.8e-09,1.61e-08,1.541
0.572,0.5,1.5e-09,1.63e-08,1.541
0.574,0.5,1.8e-09,1.57e-08,1.541
0.576,0.5,1.2e-09,1.55e-08,1.541
0.578,0.5,1.6e-09,1.58e-08,1.541
0.58,0.5,1.9e-09,1.58e-08,1.541
0.582,0.5,1.5e-09,1.63e-08,1.541
0.584,0.5,1.6e-09,1.64e-08,1.541
0.586,0.5,9e-10,1.65e-08,1.541
0.588,0.5,1.3e-09,1.61e-08,1.542
0.59,0.5,1.5e-09,1.67e-08,1.542
0.592,0.5,1.2e-09,1.64e-08,1.542
0.594,0.5,8e-10,1.65e-08,1.542
0.596,0.5,1e-09,1.64e-08,1.542
0.598,0.5,9e-10,1.66e-08,1.542
0.6,0.5,1e-09,1.64e-08,1.542
0.602,0.5,1.1e-09,1.66e-08,1.542
0.604,0.5,7e-10,1.67e-08,1.542
0.606,0.5,5e-10,1.67e-08,1.542
0.608,0.5,8e-10,1.69e-08,1.542
0.61,0.5,1e-09,1.71e-08,1.542
0.612,0.5,6e-10,1.68e-08,1.542
0.614,0.5,3e-10,1.68e-08,1.542
0.616,0.5,1.4e-09,1.66e-08,1.542
0.618,0.5,6e-10,1.66e-08,1.542
0.62,0.5,9e-10,1.66e-08,1.542
0.622,0.5,1e-09,1.7e-08,1.542
0.624,0.5,4e-10,1.68e-08,1.542
0.626,0.5,5e-10,1.72e-08,1.542
0.628,0.5,1e-10,1.64e-08,1.543
0.63,0.5,7e-10,1.66e-08,1.542
0.632,0.5,7e-10,1.73e-08,1.543
0.634,0.5,5e-10,1.69e-08,1.543
0.636,0.5,6e-10,1.65e-08,1.542
0.638,0.5,5e-10,1.68e-08,1.542
0.64,0.5,5e-10,1.65e-08,1.543
0.642,0.5,6e-10,1.69e-08,1.543
0.644,0.5,5e-10,1.69e-08,1.543
0.646,0.5,5e-10,1.67e-08,1.543
0.648,0.5,6e-10,1.7e-08,1.543
0.65,0.5,6e-10,1.67e-08,1.543
0.652,0.5,7e-10,1.7e-08,1.543
0.654,0.5,1e-10,1.72e-08,1.543
0.656,0.5,3e-10,1.72e-08,1.543
0.658,0.5,3e-10,1.66e-08,1.543
0.66,0.5,4e-10,1.69e-08,1.543
0.662,0.5,4e-10,1.67e-08,1.543
0.664,0.5,2e-10,1.67e-08,1.543
0.666,0.5,4e-10,1.68e-08,1.543
0.668,0.5,7e-10,1.7e-08,1.543
0.67,0.5,5e-10,1.7e-08,1.543
0.672,0.5,5e-10,1.66e-08,1.543
0.674,0.5,5e-10,1.67e-08,1.543
0.676,0.5,7e-10,1.7e-08,1.543
0.678,0.5,4e-10,1.68e-08,1.543
0.68,0.5,7e-10,1.67e-08,1.543
0.682,0.5,8e-10,1.68e-08,1.543
0.684,0.5,4e-10,1.69e-08,1.543
0.686,0.5,-0.0,1.67e-08,1.543
0.688,0.5,-0.0,1.72e-08,1.543
0.69,0.5,4e-10,1.71e-08,1.543
0.692,0.5,2e-10,1.74e-08,1.543
0.694,0.5,-1e-10,1.72e-08,1.543
0.696,0.5,3e-10,1.69e-08,1.543
0.698,0.5,9e-10,1.69e-08,1.543
0.7,0.5,3e-10,1.72e-08,1.543
0.702,0.5,7e-10,1.72e-08,1.543
0.704,0.5,4e-10,1.71e-08,1.543
0.706,0.5,6e-10,1.68e-08,1.543
0.708,0.5,6e-10,1.73e-08,1.543
0.71,0.5,5e-10,1.7e-08,1.543
0.712,0.5,-0.0,1.67e-08,1.543
0.714,0.5,1e-10,1.68e-08,1.543
0.716,0.5,5e-10,1.7e-08,1.543
0.718,0.5,6e-10,1.68e-08,1.543
0.72,0.5,7e-10,1.74e-08,1.543
0.722,0.5,6e-10,1.73e-08,1.543
0.724,0.5,9e-10,1.72e-08,1.543
0.726,0.5,7e-10,1.7e-08,1.543
0.728,0.5,4e-10,1.68e-08,1.543
0.73,0.5,4e-10,1.71e-08,1.543
0.732,0.5,5e-10,1.7e-08,1.543
0.734,0.5,5e-10,1.69e-08,1.543
0.736,0.5,3e-10,1.72e-08,1.543
0.738,0.5,6e-10,1.69e-08,1.543
0.74,0.5,5e-10,1.7e-08,1.543
0.742,0.5,7e-10,1.68e-08,1.543
0.744,0.5,3e-10,1.74e-08,1.543
0.746,0.5,4e-10,1.68e-08,1.543
0.748,0.5,2e-10,1.69e-08,1.543
0.75,0.5,6e-10,1.69e-08,1.543
0.752,0.5,1e-10,1.71e-08,1.543
0.754,0.5,2e-10,1.71e-08,1.543
0.756,0.5,1e-09,1.68e-08,1.543
0.758,0.5,3e-10,1.71e-08,1.543
0.76,0.5,3e-10,1.7e-08,1.543
0.762,0.5,3e-10,1.7e-08,1.543
0.764,0.5,1e-10,1.69e-08,1.543
0.766,0.5,2e-10,1.72e-08,1.543
0.768,0.5,2e-10,1.74e-08,1.543
0.77,0.5,4e-10,1.74e-08,1.543
0.772,0.5,5e-10,1.67e-08,1.543
0.774,0.5,7e-10,1.66e-08,1.543
0.776,0.5,3e-10,1.67e-08,1.543
0.778,0.5,4e-10,1.7e-08,1.543
0.78,0.5,1e-10,1.73e-08,1.543
0.782,0.5,-2e-10,1.71e-08,1.543
0.784,0.5,4e-10,1.69e-08,1.543
0.786,0.5,4e-10,1.67e-08,1.543
0.788,0.5,5e-10,1.74e-08,1.543
0.79,0.5,6e-10,1.69e-08,1.543
0.792,0.5,5e-10,1.68e-08,1.543
0.794,0.5,5e-10,1.69e-08,1.543
0.796,0.5,5e-10,1.71e-08,1.543
0.798,0.5,5e-10,1.69e-08,1.543
0.8,0.5,5e-10,1.71e-08,1.543
0.802,0.5,4e-10,1.67e-08,1.543
0.804,0.5,2e-10,1.66e-08,1.543
0.806,0.5,5e-10,1.65e-08,1.543
0.808,0.5,6e-10,1.68e-08,1.543
0.81,0.5,4e-10,1.69e-08,1.543
0.812,0.5,5e-10,1.67e-08,1.543
0.814,0.5,4e-10,1.74e-08,1.543
0.816,0.5,7e-10,1.7e-08,1.543
0.818,0.5,5e-10,1.69e-08,1.543
0.82,0.5,2e-10,1.7e-08,1.543
0.822,0.5,7e-10,1.72e-08,1.543
0.824,0.5,5e-10,1.7e-08,1.543
0.826,0.5,2e-10,1.68e-08,1.543
0.828,0.5,5e-10,1.7e-08,1.543
0.83,0.5,6e-10,1.69e-08,1.543
0.832,0.5,6e-10,1.75e-08,1.543
0.834,0.5,5e-10,1.69e-08,1.543
0.836,0.5,1e-10,1.66e-08,1.543
0.838,0.5,3e-10,1.72e-08,1.543
0.84,0.5,-2e-10,1.67e-08,1.543
0.842,0.5,6e-10,1.7e-08,1.543
0.844,0.5,4e-10,1.71e-08,1.543
0.846,0.5,9e-10,1.73e-08,1.543
0.848,0.5,3e-10,1.72e-08,1.543
0.85,0.5,2e-10,1.67e-08,1.543
0.852,0.5,6e-10,1.69e-08,1.543
0.854,0.5,1e-10,1.66e-08,1.543
0.856,0.5,1e-10,1.69e-08,1.543
0.858,0.5,5e-10,1.7e-08,1.543
0.86,0.5,4e-10,1.7e-08,1.543
0.862,0.5,3e-10,1.72e-08,1.543
0.864,0.5,2e-10,1.69e-08,1.543
0.866,0.5,2e-10,1.73e-08,1.543
0.868,0.5,4e-10,1.69e-08,1.543
0.87,0.5,4e-10,1.69e-08,1.543
0.872,0.5,4e-10,1.7e-08,1.543
0.874,0.5,9e-10,1.68e-08,1.543
0.876,0.5,5e-10,1.69e-08,1.543
0.878,0.5,3e-10,1.7e-08,1.543
0.88,0.5,4e-10,1.69e-08,1.543
0.882,0.5,1e-10,1.67e-08,1.543
0.884,0.5,7e-10,1.71e-08,1.543
0.886,0.5,2e-10,1.69e-08,1.543
0.888,0.5,2e-10,1.7e-08,1.543
0.89,0.5,5e-10,1.71e-08,1.543
0.892,0.5,3e-10,1.68e-08,1.543
0.894,0.5,2e-10,1.69e-08,1.543
0.896,0.5,2e-10,1.68e-08,1.543
0.898,0.5,5e-10,1.72e-08,1.543
0.9,0.5,7e-10,1.71e-08,1.543
0.902,0.5,5e-10,1.68e-08,1.543
0.904,0.5,4e-10,1.71e-08,1.543
0.906,0.5,2e-10,1.71e-08,1.543
0.908,0.5,5e-10,1.67e-08,1.543
0.91,0.5,5e-10,1.71e-08,1.542
0.912,0.5,3e-10,1.7e-08,1.543
0.914,0.5,-0.0,1.65e-08,1.543
0.916,0.5,-0.0,1.65e-08,1.543
0.918,0.5,-1e-10,1.69e-08,1.543
0.92,0.5,8e-10,1.73e-08,1.543
0.922,0.5,3e-10,1.68e-08,1.543
0.924,0.5,4e-10,1.74e-08,1.543
0.926,0.5,2e-10,1.69e-08,1.543
0.928,0.5,6e-10,1.73e-08,1.543
0.93,0.5,5e-10,1.69e-08,1.543
0.932,0.5,2e-10,1.68e-08,1.543
0.934,0.5,4e-10,1.69e-08,1.543
0.936,0.5,5e-10,1.66e-08,1.543
0.938,0.5,6e-10,1.68e-08,1.543
0.94,0.5,3e-10,1.69e-08,1.543
0.942,0.5,6e-10,1.69e-08,1.542
0.944,0.5,6e-10,1.71e-08,1.542
0.946,0.5,2e-10,1.72e-08,1.542
0.948,0.5,3e-10,1.72e-08,1.542
0.95,0.5,4e-10,1.7e-08,1.542
0.952,0.5,4e-10,1.71e-08,1.543
0.954,0.5,3e-10,1.64e-08,1.543
0.956,0.5,4e-10,1.71e-08,1.543
0.958,0.5,4e-10,1.68e-08,1.543
0.96,0.5,4e-10,1.71e-08,1.543
0.962,0.5,1e-10,1.67e-08,1.543
0.964,0.5,1e-10,1.72e-08,1.543
0.966,0.5,3e-10,1.69e-08,1.543
0.968,0.5,-0.0,1.69e-08,1.543
0.97,0.5,1e-10,1.68e-08,1.543
0.972,0.5,7e-10,1.73e-08,1.543
0.974,0.5,6e-10,1.71e-08,1.543
0.976,0.5,3e-10,1.69e-08,1.543
0.978,0.5,6e-10,1.71e-08,1.543
0.98,0.5,1e-10,1.72e-08,1.543
0.982,0.5,7e-10,1.69e-08,1.543
0.984,0.5,-2e-10,1.71e-08,1.543
0.986,0.5,5e-10,1.73e-08,1.543
0.988,0.5,2e-10,1.71e-08,1.543
0.99,0.5,4e-10,1.72e-08,1.543
0.992,0.5,7e-10,1.7e-08,1.543
0.994,0.5,5e-10,1.7e-08,1.543
0.996,0.5,2e-10,1.7e-08,1.543
0.998,0.5,5e-10,1.71e-08,1.543
1.0,0.5,7e-10,1.7e-08,1.543
