"V1","Vout"
-0.006,-2.34e-08
-0.0056,-2.25e-08
-0.0052,-2.25e-08
-0.0048,-2.05e-08
-0.0044,-2.19e-08
-0.004,-2.17e-08
-0.0036,-2.52e-08
-0.0032,-2.08e-08
-0.0028,-2e-08
-0.0024,-2.09e-08
-0.002,-2.13e-08
-0.0016,-2.22e-08
-0.0012,-2.15e-08
-0.0008,-2.07e-08
-0.0004,-2.28e-08
0.0,-2.42e-08
0.0004,-2.36e-08
0.0008,-2e-08
0.0012,-2.42e-08
0.0016,-1.95e-08
0.002,-2.29e-08
0.0024,-2.07e-08
0.0028,-2.15e-08
0.0032,-2.1e-08
0.0036,-2.01e-08
0.004,-2.32e-08
0.0044,-2.51e-08
0.0048,-2e-08
0.0052,-2.11e-08
0.0056,-1.64e-08
0.006,-2.41e-08
0.0064,-1.96e-08
0.0068,-2.07e-08
0.0072,-2.49e-08
0.0076,-2.54e-08
0.008,-2.32e-08
0.0084,-2.42e-08
0.0088,-2.31e-08
0.0092,-2.27e-08
0.0096,-2.29e-08
0.01,-2.35e-08
0.0104,-1.94e-08
0.0108,-2.32e-08
0.0112,-2.2e-08
0.0116,-2.48e-08
0.012,-2.2e-08
0.0124,-2.38e-08
0.0128,-2.11e-08
0.0132,-2.36e-08
0.0136,-1.89e-08
0.014,-2.44e-08
0.0144,-2.16e-08
0.0148,-2.22e-08
0.0152,-2.25e-08
0.0156,-2.54e-08
0.016,-1.87e-08
0.0164,-2.74e-08
0.0168,-2.04e-08
0.0172,-2.16e-08
0.0176,-2.46e-08
0.018,-2.22e-08
0.0184,-2.02e-08
0.0188,-2.26e-08
0.0192,-2.23e-08
0.0196,-2.03e-08
0.02,-2.34e-08
0.0204,-2.57e-08
0.0208,-2.04e-08
0.0212,-2.33e-08
0.0216,-2.34e-08
0.022,-2.29e-08
0.0224,-2.19e-08
0.0228,-2.51e-08
0.0232,-2.1e-08
0.0236,-2.25e-08
0.024,-2.25e-08
0.0244,-2.37e-08
0.0248,-2.19e-08
0.0252,-2.66e-08
0.0256,-1.94e-08
0.026,-2.38e-08
0.0264,-2.31e-08
0.0268,-2.1e-08
0.0272,-2.6e-08
0.0276,-2.34e-08
0.028,-2.28e-08
0.0284,-2.26e-08
0.0288,-2.31e-08
0.0292,-2.29e-08
0.0296,-2.41e-08
0.03,-2.43e-08
0.0304,-2.27e-08
0.0308,-2.16e-08
0.0312,-2.35e-08
0.0316,-2.38e-08
0.032,-2.41e-08
0.0324,-2.19e-08
0.0328,-2.18e-08
0.0332,-2.02e-08
0.0336,-2.24e-08
0.034,-2.36e-08
0.0344,-2.19e-08
0.0348,-2.57e-08
0.0352,-2.49e-08
0.0356,-2.5e-08
0.036,-2.04e-08
0.0364,-2.41e-08
0.0368,-1.95e-08
0.0372,-2.54e-08
0.0376,-1.93e-08
0.038,-2.54e-08
0.0384,-2.1e-08
0.0388,-2.2e-08
0.0392,-2.22e-08
0.0396,-2.54e-08
0.04,-2.43e-08
0.0404,-2.33e-08
0.0408,-2.19e-08
0.0412,-2.48e-08
0.0416,-2.19e-08
0.042,-2.26e-08
0.0424,-1.94e-08
0.0428,-2.22e-08
0.0432,-2e-08
0.0436,-2.43e-08
0.044,-2.23e-08
0.0444,-2.53e-08
0.0448,-2.06e-08
0.0452,-2.44e-08
0.0456,-2.43e-08
0.046,-2.21e-08
0.0464,-2.51e-08
0.0468,-2.16e-08
0.0472,-2.22e-08
0.0476,-2.24e-08
0.048,-2.34e-08
0.0484,-2.61e-08
0.0488,-2.07e-08
0.0492,-2.16e-08
0.0496,-2.33e-08
0.05,-2.43e-08
0.0504,-2.19e-08
0.0508,-2.4e-08
0.0512,-2.18e-08
0.0516,-2.41e-08
0.052,-2e-08
0.0524,-2.52e-08
0.0528,-1.97e-08
0.0532,-2.38e-08
0.0536,-2.32e-08
0.054,-2.4e-08
0.0544,-2.23e-08
0.0548,-2.67e-08
0.0552,-2.16e-08
0.0556,-2.54e-08
0.056,-2.26e-08
0.0564,-2.44e-08
0.0568,-2.01e-08
0.0572,-2.43e-08
0.0576,-2.17e-08
0.058,-2.6e-08
0.0584,-2.31e-08
0.0588,-2.41e-08
0.0592,-2.13e-08
0.0596,-2.45e-08
0.06,-2.32e-08
0.0604,-2.44e-08
0.0608,-2.5e-08
0.0612,-2.34e-08
0.0616,-2.51e-08
0.062,-2.36e-08
0.0624,-2.24e-08
0.0628,-2.46e-08
0.0632,-2.31e-08
0.0636,-2.38e-08
0.064,-2.31e-08
0.0644,-2.2e-08
0.0648,-2.25e-08
0.0652,-2.54e-08
0.0656,-2.31e-08
0.066,-2.21e-08
0.0664,-2.37e-08
0.0668,-2.53e-08
0.0672,-2.29e-08
0.0676,-2.58e-08
0.068,-2.15e-08
0.0684,-2.55e-08
0.0688,-2.04e-08
0.0692,-2.27e-08
0.0696,-2.24e-08
0.07,-2.46e-08
0.0704,-2.49e-08
0.0708,-2.47e-08
0.0712,-2.12e-08
0.0716,-2.58e-08
0.072,-2.18e-08
0.0724,-2.59e-08
0.0728,-2.34e-08
0.0732,-2.43e-08
0.0736,-2.24e-08
0.074,-2.52e-08
0.0744,-2.35e-08
0.0748,-2.4e-08
0.0752,-2.41e-08
0.0756,-2.37e-08
0.076,-2.14e-08
0.0764,-2.36e-08
0.0768,-2.38e-08
0.0772,-2.51e-08
0.0776,-2.24e-08
0.078,-2.1e-08
0.0784,-2.44e-08
0.0788,-2.09e-08
0.0792,-2.5e-08
0.0796,-2.44e-08
0.08,-2.28e-08
0.0804,-2.54e-08
0.0808,-2.33e-08
0.0812,-2.26e-08
0.0816,-2.22e-08
0.082,-2.54e-08
0.0824,-2.17e-08
0.0828,-2.47e-08
0.0832,-2.28e-08
0.0836,-2.31e-08
0.084,-2.34e-08
0.0844,-2.12e-08
0.0848,-2.71e-08
0.0852,-2.26e-08
0.0856,-2.49e-08
0.086,-2.32e-08
0.0864,-2.05e-08
0.0868,-2.54e-08
0.0872,-2.44e-08
0.0876,-2.55e-08
0.088,-2.45e-08
0.0884,-2.3e-08
0.0888,-2.21e-08
0.0892,-2.48e-08
0.0896,-2.39e-08
0.09,-2.51e-08
0.0904,-2.03e-08
0.0908,-2.48e-08
0.0912,-2.08e-08
0.0916,-2.58e-08
0.092,-2.16e-08
0.0924,-2.23e-08
0.0928,-2.27e-08
0.0932,-2.45e-08
0.0936,-2.3e-08
0.094,-2.56e-08
0.0944,-2.26e-08
0.0948,-2.49e-08
0.0952,-2.4e-08
0.0956,-2.5e-08
0.096,-2.34e-08
0.0964,-2.23e-08
0.0968,-2.32e-08
0.0972,-2.86e-08
0.0976,-2.21e-08
0.098,-2.57e-08
0.0984,-2.24e-08
0.0988,-2.5e-08
0.0992,-2.17e-08
0.0996,-2.42e-08
0.1,-2.38e-08
