"V1","Vout1"
0.0,0.395
0.01,0.433
0.02,0.436
0.03,0.437
0.04,0.439
0.05,0.44
0.06,0.442
0.07,0.443
0.08,0.445
0.09,0.446
0.1,0.447
0.11,0.449
0.12,0.45
0.13,0.452
0.14,0.453
0.15,0.454
0.16,0.455
0.17,0.457
0.18,0.458
0.19,0.459
0.2,0.461
0.21,0.462
0.22,0.463
0.23,0.465
0.24,0.466
0.25,0.467
0.26,0.468
0.27,0.47
0.28,0.471
0.29,0.473
0.3,0.474
0.31,0.475
0.32,0.476
0.33,0.478
0.34,0.479
0.35,0.48
0.36,0.481
0.37,0.483
0.38,0.484
0.39,0.485
0.4,0.486
0.41,0.488
0.42,0.489
0.43,0.49
0.44,0.491
0.45,0.493
0.46,0.494
0.47,0.495
0.48,0.496
0.49,0.498
0.5,0.499
0.51,0.5
0.52,0.501
0.53,0.503
0.54,0.504
0.55,0.505
0.56,0.507
0.57,0.508
0.58,0.509
0.59,0.51
0.6,0.512
0.61,0.513
0.62,0.514
0.63,0.515
0.64,0.517
0.65,0.518
0.66,0.519
0.67,0.52
0.68,0.522
0.69,0.523
0.7,0.524
0.71,0.525
0.72,0.527
0.73,0.528
0.74,0.529
0.75,0.53
0.76,0.532
0.77,0.533
0.78,0.534
0.79,0.535
0.8,0.537
0.81,0.538
0.82,0.54
0.83,0.541
0.84,0.542
0.85,0.544
0.86,0.545
0.87,0.546
0.88,0.547
0.89,0.549
0.9,0.55
0.91,0.551
0.92,0.553
0.93,0.553
0.94,0.554
0.95,0.556
0.96,0.557
0.97,0.558
0.98,0.56
0.99,0.561
1.0,0.563
1.01,0.564
1.02,0.565
1.03,0.567
1.04,0.568
1.05,0.569
1.06,0.571
1.07,0.573
1.08,0.574
1.09,0.576
1.1,0.577
1.11,0.579
1.12,0.58
1.13,0.581
1.14,0.583
1.15,0.584
1.16,0.585
1.17,0.587
1.18,0.589
1.19,0.59
1.2,0.592
1.21,0.594
1.22,0.596
1.23,0.598
1.24,0.6
1.25,0.602
1.26,0.605
1.27,0.607
1.28,0.61
1.29,0.613
1.3,0.616
1.31,0.619
1.32,0.622
1.33,0.626
1.34,0.63
1.35,0.634
1.36,0.638
1.37,0.642
1.38,0.647
1.39,0.651
1.4,0.656
1.41,0.661
1.42,0.666
1.43,0.672
1.44,0.677
1.45,0.683
1.46,0.689
1.47,0.694
1.48,0.7
1.49,0.706
1.5,0.712
1.51,0.719
1.52,0.725
1.53,0.732
1.54,0.739
1.55,0.745
1.56,0.752
1.57,0.759
1.58,0.765
1.59,0.772
1.6,0.779
1.61,0.786
1.62,0.792
1.63,0.799
1.64,0.806
1.65,0.813
1.66,0.82
1.67,0.827
1.68,0.833
1.69,0.84
1.7,0.848
1.71,0.855
1.72,0.862
1.73,0.869
1.74,0.876
1.75,0.883
1.76,0.89
1.77,0.897
1.78,0.904
1.79,0.911
1.8,0.918
1.81,0.925
1.82,0.932
1.83,0.939
1.84,0.946
1.85,0.954
1.86,0.961
1.87,0.968
1.88,0.975
1.89,0.982
1.9,0.989
1.91,0.997
1.92,1.003
1.93,1.011
1.94,1.02
1.95,1.025
1.96,1.033
1.97,1.04
1.98,1.047
1.99,1.055
2.0,1.062
2.01,1.071
2.02,1.078
2.03,1.085
2.04,1.093
2.05,1.1
2.06,1.108
2.07,1.115
2.08,1.123
2.09,1.13
2.1,1.138
2.11,1.145
2.12,1.153
2.13,1.16
2.14,1.168
2.15,1.175
2.16,1.183
2.17,1.191
2.18,1.198
2.19,1.205
2.2,1.213
2.21,1.22
2.22,1.228
2.23,1.235
2.24,1.243
2.25,1.25
2.26,1.257
2.27,1.265
2.28,1.272
2.29,1.279
2.3,1.287
2.31,1.294
2.32,1.302
2.33,1.31
2.34,1.317
2.35,1.325
2.36,1.333
2.37,1.34
2.38,1.348
2.39,1.356
2.4,1.363
2.41,1.371
2.42,1.378
2.43,1.386
2.44,1.394
2.45,1.401
2.46,1.409
2.47,1.416
2.48,1.424
2.49,1.432
2.5,1.439
2.51,1.447
2.52,1.454
2.53,1.462
2.54,1.47
2.55,1.477
2.56,1.485
2.57,1.492
2.58,1.501
2.59,1.508
2.6,1.516
2.61,1.524
2.62,1.531
2.63,1.539
2.64,1.547
2.65,1.554
2.66,1.562
2.67,1.569
2.68,1.577
2.69,1.585
2.7,1.593
2.71,1.6
2.72,1.608
2.73,1.616
2.74,1.623
2.75,1.631
2.76,1.638
2.77,1.646
2.78,1.654
2.79,1.661
2.8,1.669
2.81,1.677
2.82,1.685
2.83,1.692
2.84,1.7
2.85,1.708
2.86,1.716
2.87,1.723
2.88,1.731
2.89,1.739
2.9,1.747
2.91,1.754
2.92,1.762
2.93,1.77
2.94,1.778
2.95,1.785
2.96,1.793
2.97,1.801
2.98,1.809
2.99,1.817
3.0,1.824
3.01,1.832
3.02,1.84
3.03,1.848
3.04,1.856
3.05,1.864
3.06,1.871
3.07,1.879
3.08,1.887
3.09,1.895
3.1,1.903
3.11,1.911
3.12,1.919
3.13,1.927
3.14,1.935
3.15,1.943
3.16,1.95
3.17,1.958
3.18,1.966
3.19,1.974
3.2,1.982
3.21,1.99
3.22,1.997
3.23,2.005
3.24,2.098
3.25,2.028
3.26,2.034
3.27,2.042
3.28,2.05
3.29,2.058
3.3,2.066
3.31,2.074
3.32,2.082
3.33,2.09
3.34,2.098
3.35,2.106
3.36,2.114
3.37,2.12
3.38,2.13
3.39,2.136
3.4,2.144
3.41,2.152
3.42,2.162
3.43,2.17
3.44,2.178
3.45,2.186
3.46,2.194
3.47,2.202
3.48,2.208
3.49,2.216
3.5,2.224
3.51,2.232
3.52,2.24
3.53,2.248
3.54,2.256
3.55,2.264
3.56,2.272
3.57,2.28
3.58,2.288
3.59,2.296
3.6,2.304
3.61,2.312
3.62,2.32
3.63,2.328
3.64,2.336
3.65,2.344
3.66,2.352
3.67,2.36
3.68,2.368
3.69,2.376
3.7,2.384
3.71,2.392
3.72,2.402
3.73,2.408
3.74,2.416
3.75,2.424
3.76,2.432
3.77,2.44
3.78,2.448
3.79,2.456
3.8,2.464
3.81,2.472
3.82,2.48
3.83,2.488
3.84,2.496
3.85,2.504
3.86,2.514
3.87,2.522
3.88,2.53
3.89,2.538
3.9,2.546
3.91,2.554
3.92,2.562
3.93,2.57
3.94,2.578
3.95,2.586
3.96,2.594
3.97,2.602
3.98,2.61
3.99,2.62
4.0,2.628
4.01,2.64
4.02,2.65
4.03,2.658
4.04,2.666
4.05,2.674
4.06,2.684
4.07,2.692
4.08,2.7
4.09,2.708
4.1,2.716
4.11,2.724
4.12,2.732
4.13,2.742
4.14,2.75
4.15,2.758
4.16,2.766
4.17,2.776
4.18,2.784
4.19,2.792
4.2,2.8
4.21,2.81
4.22,2.818
4.23,2.826
4.24,2.836
4.25,2.844
4.26,2.852
4.27,2.86
4.28,2.87
4.29,2.878
4.3,2.888
4.31,2.896
4.32,2.906
4.33,2.914
4.34,2.924
4.35,2.934
4.36,2.942
4.37,2.952
4.38,2.962
4.39,2.972
4.4,2.984
4.41,2.994
4.42,3.006
4.43,3.018
4.44,3.032
4.45,3.046
4.46,3.064
4.47,3.084
4.48,3.12
4.49,3.53
4.5,4.094
4.51,5.17
4.52,4.94
4.53,4.96
4.54,4.975
4.55,4.985
4.56,4.995
4.57,5.0
4.58,5.01
4.59,5.015
4.6,5.015
4.61,5.02
4.62,5.025
4.63,5.025
4.64,5.03
4.65,5.03
4.66,5.03
4.67,5.035
4.68,5.035
4.69,5.035
4.7,5.035
4.71,5.035
4.72,5.035
4.73,5.035
4.74,5.035
4.75,5.035
4.76,5.035
4.77,5.035
4.78,5.04
4.79,5.035
4.8,5.035
4.81,5.035
4.82,5.035
4.83,5.035
4.84,5.035
4.85,5.035
4.86,5.035
4.87,5.035
4.88,5.035
4.89,5.035
4.9,5.035
4.91,5.035
4.92,5.035
4.93,5.035
4.94,5.035
4.95,5.04
4.96,5.035
4.97,5.035
4.98,5.04
4.99,5.04
5.0,5.035
