"V1","Vout1"
-0.1,0.018
-0.0996,0.004
-0.0992,0.004
-0.0988,0.004
-0.0984,0.004
-0.098,0.004
-0.0976,0.004
-0.0972,0.004
-0.0968,0.004
-0.0964,0.004
-0.096,0.004
-0.0956,0.004
-0.0952,0.004
-0.0948,0.004
-0.0944,0.005
-0.094,0.005
-0.0936,0.005
-0.0932,0.005
-0.0928,0.005
-0.0924,0.005
-0.092,0.005
-0.0916,0.005
-0.0912,0.005
-0.0908,0.005
-0.0904,0.005
-0.09,0.005
-0.0896,0.005
-0.0892,0.005
-0.0888,0.005
-0.0884,0.005
-0.088,0.005
-0.0876,0.005
-0.0872,0.005
-0.0868,0.005
-0.0864,0.005
-0.086,0.005
-0.0856,0.005
-0.0852,0.005
-0.0848,0.005
-0.0844,0.006
-0.084,0.006
-0.0836,0.006
-0.0832,0.006
-0.0828,0.006
-0.0824,0.006
-0.082,0.006
-0.0816,0.006
-0.0812,0.006
-0.0808,0.006
-0.0804,0.006
-0.08,0.006
-0.0796,0.006
-0.0792,0.006
-0.0788,0.006
-0.0784,0.006
-0.078,0.007
-0.0776,0.007
-0.0772,0.007
-0.0768,0.007
-0.0764,0.007
-0.076,0.007
-0.0756,0.007
-0.0752,0.007
-0.0748,0.007
-0.0744,0.007
-0.074,0.007
-0.0736,0.007
-0.0732,0.007
-0.0728,0.007
-0.0724,0.007
-0.072,0.007
-0.0716,0.007
-0.0712,0.007
-0.0708,0.007
-0.0704,0.008
-0.07,0.008
-0.0696,0.008
-0.0692,0.008
-0.0688,0.008
-0.0684,0.008
-0.068,0.008
-0.0676,0.008
-0.0672,0.008
-0.0668,0.008
-0.0664,0.008
-0.066,0.008
-0.0656,0.008
-0.0652,0.008
-0.0648,0.008
-0.0644,0.009
-0.064,0.009
-0.0636,0.009
-0.0632,0.009
-0.0628,0.009
-0.0624,0.009
-0.062,0.009
-0.0616,0.009
-0.0612,0.009
-0.0608,0.009
-0.0604,0.01
-0.06,0.01
-0.0596,0.01
-0.0592,0.01
-0.0588,0.01
-0.0584,0.01
-0.058,0.01
-0.0576,0.01
-0.0572,0.01
-0.0568,0.01
-0.0564,0.011
-0.056,0.011
-0.0556,0.011
-0.0552,0.011
-0.0548,0.011
-0.0544,0.011
-0.054,0.011
-0.0536,0.012
-0.0532,0.012
-0.0528,0.012
-0.0524,0.012
-0.052,0.012
-0.0516,0.012
-0.0512,0.012
-0.0508,0.012
-0.0504,0.013
-0.05,0.013
-0.0496,0.013
-0.0492,0.013
-0.0488,0.013
-0.0484,0.013
-0.048,0.014
-0.0476,0.014
-0.0472,0.014
-0.0468,0.014
-0.0464,0.014
-0.046,0.014
-0.0456,0.014
-0.0452,0.015
-0.0448,0.015
-0.0444,0.015
-0.044,0.015
-0.0436,0.015
-0.0432,0.016
-0.0428,0.015
-0.0424,0.016
-0.042,0.016
-0.0416,0.016
-0.0412,0.017
-0.0408,0.016
-0.0404,0.017
-0.04,0.017
-0.0396,0.017
-0.0392,0.018
-0.0388,0.018
-0.0384,0.018
-0.038,0.018
-0.0376,0.019
-0.0372,0.019
-0.0368,0.019
-0.0364,0.019
-0.036,0.02
-0.0356,0.02
-0.0352,0.02
-0.0348,0.02
-0.0344,0.021
-0.034,0.021
-0.0336,0.021
-0.0332,0.022
-0.0328,0.022
-0.0324,0.022
-0.032,0.023
-0.0316,0.023
-0.0312,0.023
-0.0308,0.023
-0.0304,0.024
-0.03,0.024
-0.0296,0.025
-0.0292,0.025
-0.0288,0.025
-0.0284,0.026
-0.028,0.026
-0.0276,0.027
-0.0272,0.027
-0.0268,0.027
-0.0264,0.028
-0.026,0.029
-0.0256,0.029
-0.0252,0.03
-0.0248,0.03
-0.0244,0.03
-0.024,0.031
-0.0236,0.032
-0.0232,0.032
-0.0228,0.032
-0.0224,0.033
-0.022,0.034
-0.0216,0.035
-0.0212,0.036
-0.0208,0.036
-0.0204,0.037
-0.02,0.038
-0.0196,0.039
-0.0192,0.04
-0.0188,0.04
-0.0184,0.041
-0.018,0.042
-0.0176,0.043
-0.0172,0.045
-0.0168,0.045
-0.0164,0.046
-0.016,0.047
-0.0156,0.049
-0.0152,0.051
-0.0148,0.051
-0.0144,0.053
-0.014,0.055
-0.0136,0.057
-0.0132,0.059
-0.0128,0.059
-0.0124,0.062
-0.012,0.065
-0.0116,0.068
-0.0112,0.072
-0.0108,0.072
-0.0104,0.076
-0.01,0.082
-0.0096,0.089
-0.0092,0.097
-0.0088,0.1
-0.0084,0.111
-0.008,0.133
-0.0076,0.179
-0.0072,0.274
-0.0068,0.37
-0.0064,0.456
-0.006,0.619
-0.0056,0.823
-0.0052,1.047
-0.0048,1.223
-0.0044,1.353
-0.004,1.561
-0.0036,1.795
-0.0032,2.017
-0.0028,2.625
-0.0024,2.025
-0.002,2.985
-0.0016,2.033
-0.0012,3.425
-0.0008,2.041
-0.0004,3.685
0.0,3.49
0.0004,3.69
0.0008,3.875
0.0012,3.995
0.0016,4.08
0.002,4.215
0.0024,4.35
0.0028,4.48
0.0032,4.545
0.0036,4.6
0.004,4.695
0.0044,4.775
0.0048,4.835
0.0052,4.85
0.0056,4.87
0.006,4.885
0.0064,4.9
0.0068,4.905
0.0072,4.905
0.0076,4.915
0.008,4.92
0.0084,4.92
0.0088,4.925
0.0092,4.925
0.0096,4.93
0.01,4.935
0.0104,4.935
0.0108,4.94
0.0112,4.94
0.0116,4.94
0.012,4.945
0.0124,4.945
0.0128,4.945
0.0132,4.945
0.0136,4.95
0.014,4.95
0.0144,4.955
0.0148,4.955
0.0152,4.955
0.0156,4.955
0.016,4.955
0.0164,4.96
0.0168,4.96
0.0172,4.96
0.0176,4.96
0.018,4.96
0.0184,4.965
0.0188,4.965
0.0192,4.965
0.0196,4.965
0.02,4.965
0.0204,4.965
0.0208,4.965
0.0212,4.965
0.0216,4.965
0.022,4.965
0.0224,4.97
0.0228,4.97
0.0232,4.97
0.0236,4.97
0.024,4.97
0.0244,4.97
0.0248,4.97
0.0252,4.97
0.0256,4.97
0.026,4.975
0.0264,4.975
0.0268,4.975
0.0272,4.975
0.0276,4.975
0.028,4.975
0.0284,4.975
0.0288,4.975
0.0292,4.975
0.0296,4.975
0.03,4.975
0.0304,4.975
0.0308,4.98
0.0312,4.975
0.0316,4.98
0.032,4.98
0.0324,4.98
0.0328,4.98
0.0332,4.98
0.0336,4.98
0.034,4.98
0.0344,4.98
0.0348,4.98
0.0352,4.98
0.0356,4.98
0.036,4.98
0.0364,4.985
0.0368,4.985
0.0372,4.98
0.0376,4.985
0.038,4.985
0.0384,4.985
0.0388,4.985
0.0392,4.985
0.0396,4.985
0.04,4.985
0.0404,4.985
0.0408,4.985
0.0412,4.985
0.0416,4.985
0.042,4.985
0.0424,4.985
0.0428,4.985
0.0432,4.985
0.0436,4.985
0.044,4.985
0.0444,4.985
0.0448,4.985
0.0452,4.985
0.0456,4.985
0.046,4.985
0.0464,4.985
0.0468,4.985
0.0472,4.985
0.0476,4.99
0.048,4.99
0.0484,4.99
0.0488,4.99
0.0492,4.99
0.0496,4.99
0.05,4.99
0.0504,4.99
0.0508,4.99
0.0512,4.99
0.0516,4.99
0.052,4.99
0.0524,4.99
0.0528,4.99
0.0532,4.99
0.0536,4.99
0.054,4.99
0.0544,4.99
0.0548,4.99
0.0552,4.99
0.0556,4.99
0.056,4.99
0.0564,4.99
0.0568,4.99
0.0572,4.99
0.0576,4.99
0.058,4.99
0.0584,4.99
0.0588,4.99
0.0592,4.99
0.0596,4.99
0.06,4.995
0.0604,4.995
0.0608,4.995
0.0612,4.99
0.0616,4.995
0.062,4.995
0.0624,4.995
0.0628,4.995
0.0632,4.995
0.0636,4.995
0.064,4.995
0.0644,4.995
0.0648,4.995
0.0652,4.995
0.0656,4.995
0.066,4.995
0.0664,4.995
0.0668,4.995
0.0672,4.995
0.0676,4.995
0.068,4.995
0.0684,4.995
0.0688,4.995
0.0692,4.995
0.0696,4.995
0.07,4.995
0.0704,4.995
0.0708,4.995
0.0712,4.995
0.0716,4.995
0.072,4.995
0.0724,4.995
0.0728,4.995
0.0732,4.995
0.0736,4.995
0.074,4.995
0.0744,4.995
0.0748,4.995
0.0752,4.995
0.0756,4.995
0.076,4.995
0.0764,4.995
0.0768,4.995
0.0772,4.995
0.0776,4.995
0.078,4.995
0.0784,4.995
0.0788,4.995
0.0792,4.995
0.0796,4.995
0.08,4.995
0.0804,4.995
0.0808,4.995
0.0812,4.995
0.0816,4.995
0.082,4.995
0.0824,4.995
0.0828,4.995
0.0832,4.995
0.0836,4.995
0.084,4.995
0.0844,4.995
0.0848,4.995
0.0852,4.995
0.0856,4.995
0.086,4.995
0.0864,4.995
0.0868,4.995
0.0872,4.995
0.0876,4.995
0.088,5.0
0.0884,5.0
0.0888,5.0
0.0892,4.995
0.0896,5.0
0.09,5.0
0.0904,5.0
0.0908,5.0
0.0912,4.995
0.0916,5.0
0.092,5.0
0.0924,5.0
0.0928,5.0
0.0932,4.995
0.0936,5.0
0.094,5.0
0.0944,5.0
0.0948,5.0
0.0952,5.0
0.0956,5.0
0.096,5.0
0.0964,5.0
0.0968,5.0
0.0972,5.0
0.0976,5.0
0.098,5.0
0.0984,5.0
0.0988,5.0
0.0992,5.0
0.0996,5.0
0.1,5.0
